0.000,0.000,0,7.984980,92118,394,394,408,374
0.000,0.000,1,7.026499,81137,368,366,313,372
0.000,0.000,2,9.613893,110533,473,424,469,476
0.000,0.000,3,7.448468,85783,362,370,368,327
0.000,0.000,4,20.745674,239005,1024,1014,1064,987
0.000,0.000,5,7.384261,85004,339,377,380,352
0.000,0.000,6,8.447454,97221,404,403,424,399
0.000,0.000,7,7.227089,82766,372,332,365,351
0.000,0.000,8,6.975262,80022,309,361,342,362
0.000,0.000,9,7.252555,83644,364,349,396,354
50.000,0.000,0,7.111841,82011,395,342,315,383
50.000,0.000,1,25.316604,291287,1339,1178,1183,1399
50.000,0.000,2,7.860790,90649,391,355,362,383
50.000,0.000,3,7.081758,81143,348,306,286,393
50.000,0.000,4,15.577632,178467,760,759,700,897
50.000,0.000,5,7.873008,90779,413,376,333,414
50.000,0.000,6,7.482698,86076,359,351,323,408
50.000,0.000,7,8.887116,101644,464,394,401,459
50.000,0.000,8,7.129902,82377,343,321,320,376
50.000,0.000,9,7.934458,91258,427,358,345,404
100.000,0.000,0,9.942969,114481,542,446,454,602
100.000,0.000,1,7.141397,82017,415,294,325,411
100.000,0.000,2,7.777242,89743,471,348,311,445
100.000,0.000,3,6.980734,79854,388,278,299,428
100.000,0.000,4,11.140980,128571,673,495,516,669
100.000,0.000,5,7.278373,83526,411,353,290,401
100.000,0.000,6,7.383251,84631,477,323,348,421
100.000,0.000,7,7.482478,85551,414,308,338,450
100.000,0.000,8,7.242975,83044,426,313,306,444
100.000,0.000,9,28.415207,326834,1660,1279,1289,1624
150.000,0.000,0,9.244441,105964,597,383,435,586
150.000,0.000,1,8.423273,97004,546,366,353,544
150.000,0.000,2,7.180797,81964,450,299,294,436
150.000,0.000,3,7.126167,82126,447,307,313,431
150.000,0.000,4,6.882107,79311,427,316,282,435
150.000,0.000,5,8.763249,101108,539,393,401,528
150.000,0.000,6,9.895945,113811,601,410,429,628
150.000,0.000,7,8.493946,97881,562,350,325,554
150.000,0.000,8,8.200990,93782,508,333,345,493
150.000,0.000,9,7.271289,83512,450,262,335,471
200.000,0.000,0,9.893504,113822,709,395,410,616
200.000,0.000,1,14.014266,161633,897,542,577,901
200.000,0.000,2,8.295345,95687,600,346,343,534
200.000,0.000,3,7.385850,85335,488,299,299,505
200.000,0.000,4,7.725927,88587,500,313,328,519
200.000,0.000,5,7.685762,88196,521,323,311,500
200.000,0.000,6,7.269225,83753,505,335,288,457
200.000,0.000,7,7.341866,84445,497,328,288,479
200.000,0.000,8,7.787188,89633,525,328,335,532
200.000,0.000,9,12.111256,139194,835,511,485,809
0.000,50.000,0,7.536090,86450,388,390,284,316
0.000,50.000,1,6.781976,77877,342,381,305,322
0.000,50.000,2,8.199794,94726,426,475,380,359
0.000,50.000,3,6.749720,78075,353,344,315,291
0.000,50.000,4,7.853320,90226,422,446,313,359
0.000,50.000,5,8.753259,100973,496,494,397,444
0.000,50.000,6,8.631257,98928,459,472,416,425
0.000,50.000,7,10.705612,123076,550,573,508,477
0.000,50.000,8,8.061013,92790,435,441,400,374
0.000,50.000,9,17.749200,203786,984,917,831,822
50.000,50.000,0,8.703925,99794,502,412,391,425
50.000,50.000,1,7.599018,87374,458,398,309,369
50.000,50.000,2,9.056757,103866,492,445,351,467
50.000,50.000,3,9.828328,113114,577,480,420,568
50.000,50.000,4,13.471613,155072,777,701,582,656
50.000,50.000,5,8.445231,97133,481,416,384,423
50.000,50.000,6,21.971701,251860,1244,1070,1020,1082
50.000,50.000,7,11.153798,128885,595,592,479,549
50.000,50.000,8,7.952663,91738,458,377,367,381
50.000,50.000,9,7.285591,83474,401,361,323,345
100.000,50.000,0,7.322298,84532,497,361,320,412
100.000,50.000,1,7.575686,87159,520,353,317,395
100.000,50.000,2,7.470803,85927,494,336,320,362
100.000,50.000,3,7.891907,90487,490,374,326,428
100.000,50.000,4,7.111619,81423,441,338,301,371
100.000,50.000,5,7.092545,81179,449,306,282,361
100.000,50.000,6,7.599214,87309,483,355,333,415
100.000,50.000,7,7.233014,83241,525,346,333,354
100.000,50.000,8,9.810268,112726,655,454,403,507
100.000,50.000,9,9.107801,104941,602,395,388,474
150.000,50.000,0,7.738902,89289,608,353,334,422
150.000,50.000,1,7.153733,82048,537,320,292,390
150.000,50.000,2,7.149694,82165,520,289,316,398
150.000,50.000,3,7.397703,85467,540,294,325,416
