46.000,215.000,0,12.554190,144295,1442,1208,1122,1188
46.000,215.000,1,7.541273,86743,875,705,708,725
46.000,215.000,2,9.256342,105589,1085,915,888,864
46.000,215.000,3,7.962017,91161,939,702,722,773
46.000,215.000,4,8.918129,102666,1023,885,813,871
46.000,215.000,5,8.185826,93941,962,805,728,751
46.000,215.000,6,8.864107,101689,1018,865,763,873
46.000,215.000,7,6.813652,78589,781,692,633,664
46.000,215.000,8,8.378881,95837,1044,784,758,868
46.000,215.000,9,15.307938,176136,1789,1468,1452,1383
46.000,215.000,10,7.431723,85334,879,663,737,700
46.000,215.000,11,11.080187,127883,1250,1071,1095,1027
46.000,215.000,12,7.328141,84072,864,717,665,657
46.000,215.000,13,6.817345,78526,840,672,582,648
46.000,215.000,14,8.669475,99317,986,839,781,800
46.000,215.000,15,8.682008,99240,1065,838,774,817
46.000,215.000,16,7.451666,85559,959,725,727,695
46.000,215.000,17,8.279814,95111,952,760,730,756
46.000,215.000,18,7.782753,89822,907,758,708,742
46.000,215.000,19,9.580757,110735,1140,943,882,890

46.000,215.000,0,7.045600,81289,317,170,113,137
46.000,215.000,1,8.253512,95069,378,265,136,129
46.000,215.000,2,6.939082,80080,320,194,107,132
46.000,215.000,3,7.998037,91504,362,194,101,160
46.000,215.000,4,8.288837,95495,411,197,135,137
46.000,215.000,5,8.217132,94394,381,243,128,159
46.000,215.000,6,8.017925,92191,357,206,115,128
46.000,215.000,7,9.863995,113334,440,255,158,178
46.000,215.000,8,11.891697,137073,520,334,208,222
46.000,215.000,9,7.517772,86383,361,186,112,144
46.000,215.000,10,8.768900,101156,392,233,132,162
46.000,215.000,11,8.175424,93932,365,218,144,160
46.000,215.000,12,7.003770,80445,305,160,126,135
46.000,215.000,13,7.767863,89103,360,232,132,135
46.000,215.000,14,9.116171,104748,378,241,150,141
46.000,215.000,15,6.757475,77394,317,165,105,132
46.000,215.000,16,10.860879,125623,473,298,178,193
46.000,215.000,17,7.163229,82566,339,203,108,108
46.000,215.000,18,8.357180,96280,441,224,125,131
46.000,215.000,19,13.446507,154786,592,371,233,248

46.000,215.000,0,7.642173,88112,377,243,216,205
46.000,215.000,1,7.839900,89662,412,290,184,193
46.000,215.000,2,8.865955,101997,420,295,230,225
46.000,215.000,3,7.595937,87835,386,284,179,223
46.000,215.000,4,7.003508,80370,393,236,172,187
46.000,215.000,5,8.811831,101416,452,279,232,238
46.000,215.000,6,7.580233,87082,355,246,190,191
46.000,215.000,7,8.721597,99873,440,279,245,236
46.000,215.000,8,11.866965,136610,642,391,264,309
46.000,215.000,9,7.042105,81063,372,245,186,170
46.000,215.000,10,11.292483,130172,565,414,273,297
46.000,215.000,11,7.156900,82311,396,257,188,196
46.000,215.000,12,8.004410,92737,400,267,205,225
46.000,215.000,13,7.133975,81666,358,238,178,195
46.000,215.000,14,8.314093,95639,410,271,199,204
46.000,215.000,15,7.421465,85344,388,245,205,176
46.000,215.000,16,7.630696,87614,359,257,188,187
46.000,215.000,17,9.065509,104110,435,295,234,239
46.000,215.000,18,9.029674,104622,485,319,224,220
46.000,215.000,19,7.076449,81242,353,208,163,191

46.000,215.000,0,12.582261,145083,661,411,298,348
46.000,215.000,1,10.023229,114955,534,326,255,266
46.000,215.000,2,6.927331,79811,378,229,184,211
46.000,215.000,3,9.243336,106001,478,325,237,254
46.000,215.000,4,8.798505,100772,442,310,190,227
46.000,215.000,5,11.523608,132738,539,395,316,316
46.000,215.000,6,7.112532,82164,324,268,178,211
46.000,215.000,7,6.856329,78989,349,247,160,202
46.000,215.000,8,8.496008,97661,423,306,222,224
46.000,215.000,9,7.209696,82379,386,211,196,200
46.000,215.000,10,6.764023,78020,331,230,170,165
46.000,215.000,11,7.396346,85007,340,216,178,216
46.000,215.000,12,7.385912,84687,383,265,169,210
46.000,215.000,13,7.449786,85539,352,225,181,204
46.000,215.000,14,8.286543,94747,478,264,197,224
46.000,215.000,15,7.485491,86123,377,276,167,200
46.000,215.000,16,8.131959,93417,415,291,197,214
46.000,215.000,17,8.265007,94811,403,283,214,219
46.000,215.000,18,7.820753,89878,403,289,186,195
46.000,215.000,19,23.085890,265462,1191,789,578,610

46.000,215.000,0,7.455899,85594,543,344,199,225
46.000,215.000,1,7.502899,86387,525,295,180,220
46.000,215.000,2,10.034042,115379,707,409,261,299
46.000,215.000,3,7.327572,84227,556,300,209,175
46.000,215.000,4,9.056091,104098,635,378,229,253
46.000,215.000,5,12.636712,145826,854,520,331,312
46.000,215.000,6,7.048898,81088,504,314,172,210
46.000,215.000,7,7.716036,88734,520,321,211,221
46.000,215.000,8,8.250885,94371,566,359,197,224
46.000,215.000,9,8.697703,99855,603,376,208,237
46.000,215.000,10,8.348549,96179,581,350,227,225
46.000,215.000,11,14.249763,163753,1019,629,364,408
46.000,215.000,12,7.652221,88115,537,334,218,221
46.000,215.000,13,7.553349,86930,560,328,193,197
46.000,215.000,14,7.328674,84856,531,310,186,223
46.000,215.000,15,7.986433,91841,588,327,192,215
46.000,215.000,16,7.833428,89852,521,330,210,201
46.000,215.000,17,8.362606,96147,619,343,213,251
46.000,215.000,18,7.496850,86033,560,318,185,197
46.000,215.000,19,7.360591,84888,541,340,168,200
