0.000,0.000,0,6.983441,79937,493,470,461,474
0.000,0.000,1,9.276484,106549,698,605,646,642
0.000,0.000,2,7.473807,85656,499,514,524,532
0.000,0.000,3,13.836353,158933,979,927,922,923
0.000,0.000,4,7.607973,87326,525,576,523,549
0.000,0.000,5,7.822071,89972,567,525,501,517
0.000,0.000,6,9.183510,105187,608,612,629,688
0.000,0.000,7,7.169223,82422,517,476,484,471
0.000,0.000,8,7.144268,82179,502,494,426,482
0.000,0.000,9,7.940627,91335,540,503,561,520
50.000,0.000,0,7.478507,86423,594,456,453,610
50.000,0.000,1,29.455827,337608,2192,1890,1847,2254
50.000,0.000,2,6.867387,78710,476,428,390,543
50.000,0.000,3,9.298199,106997,710,563,581,706
50.000,0.000,4,16.014633,183892,1200,1018,957,1159
50.000,0.000,5,7.203803,82717,587,484,455,558
50.000,0.000,6,14.613027,168518,1043,875,936,1099
50.000,0.000,7,8.362007,96022,603,535,538,634
50.000,0.000,8,8.443116,96945,654,555,520,599
50.000,0.000,9,9.417337,108283,707,610,627,711
100.000,0.000,0,7.414406,85621,612,435,429,591
100.000,0.000,1,7.387468,84862,578,427,394,570
100.000,0.000,2,7.432475,84769,615,435,446,625
100.000,0.000,3,9.234142,106298,745,506,534,757
100.000,0.000,4,6.918582,79670,593,413,384,518
100.000,0.000,5,14.576535,167453,1174,900,835,1272
100.000,0.000,6,8.322804,96061,665,501,504,704
100.000,0.000,7,7.756996,89367,671,474,472,638
100.000,0.000,8,6.886111,78484,592,395,401,554
100.000,0.000,9,7.644534,87628,680,469,437,671
150.000,0.000,0,6.893547,79536,622,388,359,598
150.000,0.000,1,14.040772,160962,1258,711,768,1263
150.000,0.000,2,7.100975,82037,639,365,386,625
150.000,0.000,3,8.255563,94869,763,410,449,763
150.000,0.000,4,7.944560,91909,644,401,419,660
150.000,0.000,5,7.424252,84891,635,375,381,713
150.000,0.000,6,7.736962,88590,674,404,410,670
150.000,0.000,7,8.349671,95494,774,448,457,774
150.000,0.000,8,7.107234,81808,622,392,376,638
150.000,0.000,9,7.442009,86137,652,380,409,652
200.000,0.000,0,9.491717,108443,824,485,467,775
200.000,0.000,1,8.608442,99136,819,453,451,759
200.000,0.000,2,7.334667,84752,641,399,371,670
200.000,0.000,3,7.403635,84879,643,360,416,671
200.000,0.000,4,7.059124,81374,617,341,320,658
200.000,0.000,5,16.757251,192689,1443,855,878,1549
200.000,0.000,6,9.285623,107090,890,433,442,798
200.000,0.000,7,7.741290,89076,687,427,397,719
200.000,0.000,8,9.374482,107826,844,480,460,862
200.000,0.000,9,8.051957,93205,768,413,417,704
0.000,50.000,0,7.294086,83999,545,567,451,455
0.000,50.000,1,9.739911,111938,722,797,591,612
0.000,50.000,2,7.017880,80578,504,561,459,435
0.000,50.000,3,7.770906,89892,579,596,496,519
0.000,50.000,4,7.247555,83808,576,524,475,483
0.000,50.000,5,9.491946,109419,702,715,596,565
0.000,50.000,6,6.871000,79229,534,560,416,463
0.000,50.000,7,11.409850,131687,852,837,728,730
0.000,50.000,8,7.171862,82217,540,552,474,485
0.000,50.000,9,8.755856,100977,645,662,568,564
